name,text_domain,metric_name,value,d,n_tokens,N,K
mc1_b16_224_400m,caption,VSA_abtt2,0.88664193115,768,196,4618,512
mc1_b16_224_400m,caption,VSA_abtt3,0.899948235022,768,196,4618,512
mc1_b16_224_400m,caption,cm_cka,0.255956172186,768,196,4618,512
mc1_b16_224_400m,caption,cm_r2,-0.0878041147132,768,196,4618,512
mc1_b16_224_400m,caption,mutual_kNN_k10,0.0755088783023,768,196,4618,512
mc1_b16_224_400m,caption,mutual_kNN_k20,0.0864335210048,768,196,4618,512
mc1_b16_224_400m,caption,mutual_kNN_k5,0.0652230402772,768,196,4618,512
mc1_b16_224_400m,qa_concat,VSA,0.578231133598,768,196,4618,512
mc1_b16_224_400m,qa_concat,cm_cka,0.0902282972038,768,196,4618,512
mc1_b16_224_400m,qa_concat,cm_r2,-0.291048561688,768,196,4618,512
mc1_b16_224_400m,qa_concat,mutual_kNN_k10,0.0234517106973,768,196,4618,512
mc1_b16_224_400m,qa_concat,mutual_kNN_k20,0.0272412299697,768,196,4618,512
mc1_b16_224_400m,qa_concat,mutual_kNN_k5,0.0204417496752,768,196,4618,512
mc1_b16_224_400m,question_other,VSA,0.527409841346,768,196,4618,512
mc1_b16_224_400m,question_other,cm_cka,0.072218018669,768,196,4618,512
mc1_b16_224_400m,question_other,cm_r2,-0.320934863034,768,196,4618,512
mc1_b16_224_400m,question_other,mutual_kNN_k10,0.02005197055,768,196,4618,512
mc1_b16_224_400m,question_other,mutual_kNN_k20,0.0230944131659,768,196,4618,512
mc1_b16_224_400m,question_other,mutual_kNN_k5,0.0173235166739,768,196,4618,512
mc1_b32_224_2.5b,answer_all_types,VSA,0.250951153953,768,49,4618,512
mc1_b32_224_2.5b,answer_all_types,cm_cka,0.00874322080348,768,49,4618,512
mc1_b32_224_2.5b,answer_all_types,cm_r2,-0.351603611848,768,49,4618,512
mc1_b32_224_2.5b,answer_all_types,mutual_kNN_k10,0.00885664789952,768,49,4618,512
mc1_b32_224_2.5b,answer_all_types,mutual_kNN_k20,0.0105456907752,768,49,4618,512
mc1_b32_224_2.5b,answer_all_types,mutual_kNN_k5,0.00866175833694,768,49,4618,512
mc1_b32_224_2.5b,answer_other,VSA,0.501038473999,768,49,4618,512
mc1_b32_224_2.5b,answer_other,cm_cka,0.0218445042651,768,49,4618,512
mc1_b32_224_2.5b,answer_other,cm_r2,-0.32695877085,768,49,4618,512
mc1_b32_224_2.5b,answer_other,mutual_kNN_k10,0.0187310524036,768,49,4618,512
mc1_b32_224_2.5b,answer_other,mutual_kNN_k20,0.0219467301862,768,49,4618,512
mc1_b32_224_2.5b,answer_other,mutual_kNN_k5,0.0175400606323,768,49,4618,512
mc1_b32_224_2.5b,caption,VSA,0.812638808132,768,49,4618,512
mc1_b32_224_2.5b,caption,VSA_abtt1,0.814919754314,768,49,4618,512
mc1_b32_224_2.5b,caption,VSA_abtt2,0.824641420412,768,49,4618,512
mc1_b32_224_2.5b,caption,VSA_abtt3,0.832486000457,768,49,4618,512
mc1_b32_224_2.5b,caption,cm_cka,0.266903611048,768,49,4618,512
mc1_b32_224_2.5b,caption,cm_r2,-0.0510282892047,768,49,4618,512
mc1_b32_224_2.5b,caption,mutual_kNN_k10,0.0735599826765,768,49,4618,512
mc1_b32_224_2.5b,caption,mutual_kNN_k20,0.0846037245561,768,49,4618,512
mc1_b32_224_2.5b,caption,mutual_kNN_k5,0.0654828930273,768,49,4618,512
mc1_b32_224_2.5b,qa_concat,VSA,0.629206741723,768,49,4618,512
mc1_b32_224_2.5b,qa_concat,cm_cka,0.102395865097,768,49,4618,512
mc1_b32_224_2.5b,qa_concat,cm_r2,-0.241383809905,768,49,4618,512
mc1_b32_224_2.5b,qa_concat,mutual_kNN_k10,0.0234517106973,768,49,4618,512
mc1_b32_224_2.5b,qa_concat,mutual_kNN_k20,0.0269813772196,768,49,4618,512
mc1_b32_224_2.5b,qa_concat,mutual_kNN_k5,0.0216110870507,768,49,4618,512
mc1_b32_224_2.5b,question_other,VSA,0.561008266861,768,49,4618,512
mc1_b32_224_2.5b,question_other,cm_cka,0.0837345860633,768,49,4618,512
mc1_b32_224_2.5b,question_other,cm_r2,-0.262881895175,768,49,4618,512
mc1_b32_224_2.5b,question_other,mutual_kNN_k10,0.0195755738415,768,49,4618,512
mc1_b32_224_2.5b,question_other,mutual_kNN_k20,0.0231268947596,768,49,4618,512
mc1_b32_224_2.5b,question_other,mutual_kNN_k5,0.0182330012993,768,49,4618,512
mc1_b32_224_400m,answer_all_types,VSA,0.285543810957,768,49,4618,512
mc1_b32_224_400m,answer_all_types,cm_cka,0.00784400626751,768,49,4618,512
mc1_b32_224_400m,answer_all_types,cm_r2,-0.403585110877,768,49,4618,512
mc1_b32_224_400m,answer_all_types,mutual_kNN_k10,0.00809874404504,768,49,4618,512
mc1_b32_224_400m,answer_all_types,mutual_kNN_k20,0.00993936769164,768,49,4618,512
mc1_b32_224_400m,answer_all_types,mutual_kNN_k5,0.00840190558683,768,49,4618,512
mc1_b32_224_400m,answer_other,VSA,0.511753907574,768,49,4618,512
mc1_b32_224_400m,answer_other,cm_cka,0.0197583829605,768,49,4618,512
mc1_b32_224_400m,answer_other,cm_r2,-0.380236037989,768,49,4618,512
mc1_b32_224_400m,answer_other,mutual_kNN_k10,0.0184278908618,768,49,4618,512
mc1_b32_224_400m,answer_other,mutual_kNN_k20,0.0213728886964,768,49,4618,512
mc1_b32_224_400m,answer_other,mutual_kNN_k5,0.0166738847986,768,49,4618,512
mc1_b32_224_400m,caption,VSA,0.83557926741,768,49,4618,512
mc1_b32_224_400m,caption,VSA_abtt1,0.850265865485,768,49,4618,512
mc1_b32_224_400m,caption,VSA_abtt2,0.849667580909,768,49,4618,512
mc1_b32_224_400m,caption,VSA_abtt3,0.856152938846,768,49,4618,512
mc1_b32_224_400m,caption,cm_cka,0.236066002484,768,49,4618,512
mc1_b32_224_400m,caption,cm_r2,-0.0914458263872,768,49,4618,512
mc1_b32_224_400m,caption,mutual_kNN_k10,0.0691641403205,768,49,4618,512
mc1_b32_224_400m,caption,mutual_kNN_k20,0.0801970550022,768,49,4618,512
mc1_b32_224_400m,caption,mutual_kNN_k5,0.0613252490256,768,49,4618,512
mc1_b32_224_400m,qa_concat,VSA,0.585480133534,768,49,4618,512
mc1_b32_224_400m,qa_concat,cm_cka,0.0863986663565,768,49,4618,512
mc1_b32_224_400m,qa_concat,cm_r2,-0.289470525775,768,49,4618,512
mc1_b32_224_400m,qa_concat,mutual_kNN_k10,0.0226938068428,768,49,4618,512
mc1_b32_224_400m,qa_concat,mutual_kNN_k20,0.0266998700736,768,49,4618,512
mc1_b32_224_400m,qa_concat,mutual_kNN_k5,0.0209614551754,768,49,4618,512
mc1_b32_224_400m,question_other,VSA,0.538144988645,768,49,4618,512
mc1_b32_224_400m,question_other,cm_cka,0.0698379573742,768,49,4618,512
mc1_b32_224_400m,question_other,cm_r2,-0.320601977899,768,49,4618,512
mc1_b32_224_400m,question_other,mutual_kNN_k10,0.0186011260286,768,49,4618,512
mc1_b32_224_400m,question_other,mutual_kNN_k20,0.0226829796449,768,49,4618,512
mc1_b32_224_400m,question_other,mutual_kNN_k5,0.0167171935903,768,49,4618,512
mc1_g14_224_2.5b,answer_all_types,VSA,0.338198773706,1664,256,4618,512
mc1_g14_224_2.5b,answer_all_types,cm_cka,0.00972388935555,1664,256,4618,512
mc1_g14_224_2.5b,answer_all_types,cm_r2,-1.00277892965,1664,256,4618,512
mc1_g14_224_2.5b,answer_all_types,mutual_kNN_k10,0.0108921611087,1664,256,4618,512
mc1_g14_224_2.5b,answer_all_types,mutual_kNN_k20,0.0127652663491,1664,256,4618,512
mc1_g14_224_2.5b,answer_all_types,mutual_kNN_k5,0.0093546990039,1664,256,4618,512
mc1_g14_224_2.5b,answer_other,VSA,0.665445152812,1664,256,4618,512
mc1_g14_224_2.5b,answer_other,cm_cka,0.0236348604259,1664,256,4618,512
mc1_g14_224_2.5b,answer_other,cm_r2,-0.948965445732,1664,256,4618,512
mc1_g14_224_2.5b,answer_other,mutual_kNN_k10,0.0246643568644,1664,256,4618,512
mc1_g14_224_2.5b,answer_other,mutual_kNN_k20,0.0290493720225,1664,256,4618,512
mc1_g14_224_2.5b,answer_other,mutual_kNN_k5,0.0225205716761,1664,256,4618,512
mc1_g14_224_2.5b,caption,VSA,0.893346584966,1664,256,4618,512
mc1_g14_224_2.5b,caption,VSA_abtt1,0.90321129729,1664,256,4618,512
mc1_g14_224_2.5b,caption,VSA_abtt2,0.905867127484,1664,256,4618,512
mc1_g14_224_2.5b,caption,VSA_abtt3,0.913088405785,1664,256,4618,512
mc1_g14_224_2.5b,caption,cm_cka,0.227117115606,1664,256,4618,512
mc1_g14_224_2.5b,caption,cm_r2,-0.487704851977,1664,256,4618,512
mc1_g14_224_2.5b,caption,mutual_kNN_k10,0.0837375487224,1664,256,4618,512
mc1_g14_224_2.5b,caption,mutual_kNN_k20,0.0947704634041,1664,256,4618,512
mc1_g14_224_2.5b,caption,mutual_kNN_k5,0.0755738414898,1664,256,4618,512
mc1_g14_224_2.5b,qa_concat,VSA,0.661526947771,1664,256,4618,512
mc1_g14_224_2.5b,qa_concat,cm_cka,0.0817575114406,1664,256,4618,512
mc1_g14_224_2.5b,qa_concat,cm_r2,-0.818219764316,1664,256,4618,512
mc1_g14_224_2.5b,qa_concat,mutual_kNN_k10,0.0247726288437,1664,256,4618,512
mc1_g14_224_2.5b,qa_concat,mutual_kNN_k20,0.0289735816371,1664,256,4618,512
mc1_g14_224_2.5b,qa_concat,mutual_kNN_k5,0.0211779991338,1664,256,4618,512
mc1_g14_224_2.5b,question_other,VSA,0.581977624419,1664,256,4618,512
mc1_g14_224_2.5b,question_other,cm_cka,0.065556948084,1664,256,4618,512
mc1_g14_224_2.5b,question_other,cm_r2,-0.866076678585,1664,256,4618,512
mc1_g14_224_2.5b,question_other,mutual_kNN_k10,0.0203767864877,1664,256,4618,512
mc1_g14_224_2.5b,question_other,mutual_kNN_k20,0.0234084019056,1664,256,4618,512
mc1_g14_224_2.5b,question_other,mutual_kNN_k5,0.0165872672152,1664,256,4618,512
mc1_h14_224_2.5b,answer_all_types,VSA,0.317314606637,1280,256,4618,512
mc1_h14_224_2.5b,answer_all_types,cm_cka,0.00210860812101,1280,256,4618,512
mc1_h14_224_2.5b,answer_all_types,cm_r2,-0.514647688585,1280,256,4618,512
mc1_h14_224_2.5b,answer_all_types,mutual_kNN_k10,0.00829363360762,1280,256,4618,512
mc1_h14_224_2.5b,answer_all_types,mutual_kNN_k20,0.00972282373322,1280,256,4618,512
mc1_h14_224_2.5b,answer_all_types,mutual_kNN_k5,0.00783889129493,1280,256,4618,512
mc1_h14_224_2.5b,answer_other,VSA,0.615130247396,1280,256,4618,512
mc1_h14_224_2.5b,answer_other,cm_cka,0.00706740274556,1280,256,4618,512
mc1_h14_224_2.5b,answer_other,cm_r2,-0.461087151207,1280,256,4618,512
mc1_h14_224_2.5b,answer_other,mutual_kNN_k10,0.0169120831529,1280,256,4618,512
mc1_h14_224_2.5b,answer_other,mutual_kNN_k20,0.0197379818103,1280,256,4618,512
mc1_h14_224_2.5b,answer_other,mutual_kNN_k5,0.0154179298398,1280,256,4618,512
mc1_h14_224_2.5b,caption,VSA,0.894474595903,1280,256,4618,512
mc1_h14_224_2.5b,caption,VSA_abtt1,0.889853946115,1280,256,4618,512
mc1_h14_224_2.5b,caption,VSA_abtt2,0.89150331641,1280,256,4618,512
mc1_h14_224_2.5b,caption,VSA_abtt3,0.896992481063,1280,256,4618,512
mc1_h14_224_2.5b,caption,cm_cka,0.0955123651407,1280,256,4618,512
mc1_h14_224_2.5b,caption,cm_r2,-0.118533609384,1280,256,4618,512
mc1_h14_224_2.5b,caption,mutual_kNN_k10,0.0584019055868,1280,256,4618,512
mc1_h14_224_2.5b,caption,mutual_kNN_k20,0.0671394543092,1280,256,4618,512
mc1_h14_224_2.5b,caption,mutual_kNN_k5,0.0505413598961,1280,256,4618,512
mc1_h14_224_2.5b,qa_concat,VSA,0.640317116213,1280,256,4618,512
mc1_h14_224_2.5b,qa_concat,cm_cka,0.0307403628971,1280,256,4618,512
mc1_h14_224_2.5b,qa_concat,cm_r2,-0.365525296173,1280,256,4618,512
mc1_h14_224_2.5b,qa_concat,mutual_kNN_k10,0.0179298397575,1280,256,4618,512
mc1_h14_224_2.5b,qa_concat,mutual_kNN_k20,0.0215028150715,1280,256,4618,512
mc1_h14_224_2.5b,qa_concat,mutual_kNN_k5,0.0156777825899,1280,256,4618,512
mc1_h14_224_2.5b,question_other,VSA,0.571585725961,1280,256,4618,512
mc1_h14_224_2.5b,question_other,cm_cka,0.0244751182944,1280,256,4618,512
mc1_h14_224_2.5b,question_other,cm_r2,-0.405824685149,1280,256,4618,512
mc1_h14_224_2.5b,question_other,mutual_kNN_k10,0.0144434820269,1280,256,4618,512
mc1_h14_224_2.5b,question_other,mutual_kNN_k20,0.0179190125595,1280,256,4618,512
mc1_h14_224_2.5b,question_other,mutual_kNN_k5,0.01208315288,1280,256,4618,512
mc1_h14_224_v1.2,answer_all_types,VSA,0.210901881255,1280,256,4618,512
mc1_h14_224_v1.2,answer_all_types,cm_cka,0.0081790214656,1280,256,4618,512
mc1_h14_224_v1.2,answer_all_types,cm_r2,-0.817438414158,1280,256,4618,512
mc1_h14_224_v1.2,answer_all_types,mutual_kNN_k10,0.0101126028584,1280,256,4618,512
mc1_h14_224_v1.2,answer_all_types,mutual_kNN_k20,0.0118557817237,1280,256,4618,512
mc1_h14_224_v1.2,answer_all_types,mutual_kNN_k5,0.00896491987874,1280,256,4618,512
mc1_h14_224_v1.2,answer_other,VSA,0.610670245004,1280,256,4618,512
mc1_h14_224_v1.2,answer_other,cm_cka,0.0196251650694,1280,256,4618,512
mc1_h14_224_v1.2,answer_other,cm_r2,-0.760004872952,1280,256,4618,512
mc1_h14_224_v1.2,answer_other,mutual_kNN_k10,0.0228670420095,1280,256,4618,512
mc1_h14_224_v1.2,answer_other,mutual_kNN_k20,0.0265482893027,1280,256,4618,512
mc1_h14_224_v1.2,answer_other,mutual_kNN_k5,0.0212213079255,1280,256,4618,512
mc1_h14_224_v1.2,caption,VSA,0.891494546041,1280,256,4618,512
mc1_h14_224_v1.2,caption,VSA_abtt1,0.901795524314,1280,256,4618,512
mc1_h14_224_v1.2,caption,VSA_abtt2,0.907280203873,1280,256,4618,512
mc1_h14_224_v1.2,caption,VSA_abtt3,0.907085837153,1280,256,4618,512
mc1_h14_224_v1.2,caption,cm_cka,0.2003658511,1280,256,4618,512
mc1_h14_224_v1.2,caption,cm_r2,-0.363256976697,1280,256,4618,512
mc1_h14_224_v1.2,caption,mutual_kNN_k10,0.0753789519272,1280,256,4618,512
mc1_h14_224_v1.2,caption,mutual_kNN_k20,0.086953226505,1280,256,4618,512
mc1_h14_224_v1.2,caption,mutual_kNN_k5,0.0661325249026,1280,256,4618,512
mc1_h14_224_v1.2,qa_concat,VSA,0.653696448856,1280,256,4618,512
mc1_h14_224_v1.2,qa_concat,cm_cka,0.0778388924559,1280,256,4618,512
mc1_h14_224_v1.2,qa_concat,cm_r2,-0.640054014681,1280,256,4618,512
mc1_h14_224_v1.2,qa_concat,mutual_kNN_k10,0.0227804244262,1280,256,4618,512
mc1_h14_224_v1.2,qa_concat,mutual_kNN_k20,0.0271546123863,1280,256,4618,512
mc1_h14_224_v1.2,qa_concat,mutual_kNN_k5,0.0202685145084,1280,256,4618,512
mc1_h14_224_v1.2,question_other,VSA,0.576447087539,1280,256,4618,512
mc1_h14_224_v1.2,question_other,cm_cka,0.0634111689211,1280,256,4618,512
mc1_h14_224_v1.2,question_other,cm_r2,-0.676213507316,1280,256,4618,512
mc1_h14_224_v1.2,question_other,mutual_kNN_k10,0.0183629276743,1280,256,4618,512
mc1_h14_224_v1.2,question_other,mutual_kNN_k20,0.0220225205717,1280,256,4618,512
mc1_h14_224_v1.2,question_other,mutual_kNN_k5,0.0150714595063,1280,256,4618,512
mc1_l14_224_2.5b,answer_all_types,VSA,0.334034486364,1024,256,4618,512
mc1_l14_224_2.5b,answer_all_types,cm_cka,0.0092040655727,1024,256,4618,512
mc1_l14_224_2.5b,answer_all_types,cm_r2,-0.593539257977,1024,256,4618,512
mc1_l14_224_2.5b,answer_all_types,mutual_kNN_k10,0.0103724556085,1024,256,4618,512
mc1_l14_224_2.5b,answer_all_types,mutual_kNN_k20,0.0119315721091,1024,256,4618,512
mc1_l14_224_2.5b,answer_all_types,mutual_kNN_k5,0.00965786054569,1024,256,4618,512
mc1_l14_224_2.5b,answer_other,VSA,0.607650650773,1024,256,4618,512
mc1_l14_224_2.5b,answer_other,cm_cka,0.0234876058274,1024,256,4618,512
mc1_l14_224_2.5b,answer_other,cm_r2,-0.545215281564,1024,256,4618,512
mc1_l14_224_2.5b,answer_other,mutual_kNN_k10,0.0223689909052,1024,256,4618,512
mc1_l14_224_2.5b,answer_other,mutual_kNN_k20,0.0269488956258,1024,256,4618,512
mc1_l14_224_2.5b,answer_other,mutual_kNN_k5,0.0205716760502,1024,256,4618,512
mc1_l14_224_2.5b,caption,VSA,0.889908851209,1024,256,4618,512
mc1_l14_224_2.5b,caption,VSA_abtt1,0.893006349813,1024,256,4618,512
mc1_l14_224_2.5b,caption,VSA_abtt2,0.893835673252,1024,256,4618,512
mc1_l14_224_2.5b,caption,VSA_abtt3,0.894309886046,1024,256,4618,512
mc1_l14_224_2.5b,caption,cm_cka,0.239201449259,1024,256,4618,512
mc1_l14_224_2.5b,caption,cm_r2,-0.194528663065,1024,256,4618,512
mc1_l14_224_2.5b,caption,mutual_kNN_k10,0.0774794283239,1024,256,4618,512
mc1_l14_224_2.5b,caption,mutual_kNN_k20,0.0873754872239,1024,256,4618,512
mc1_l14_224_2.5b,caption,mutual_kNN_k5,0.0686011260286,1024,256,4618,512
mc1_l14_224_2.5b,qa_concat,VSA,0.703076547084,1024,256,4618,512
mc1_l14_224_2.5b,qa_concat,cm_cka,0.0836216747177,1024,256,4618,512
mc1_l14_224_2.5b,qa_concat,cm_r2,-0.442063139079,1024,256,4618,512
mc1_l14_224_2.5b,qa_concat,mutual_kNN_k10,0.0217843222174,1024,256,4618,512
mc1_l14_224_2.5b,qa_concat,mutual_kNN_k20,0.0263317453443,1024,256,4618,512
mc1_l14_224_2.5b,qa_concat,mutual_kNN_k5,0.0191857947163,1024,256,4618,512
mc1_l14_224_2.5b,question_other,VSA,0.646843810747,1024,256,4618,512
mc1_l14_224_2.5b,question_other,cm_cka,0.0664856503995,1024,256,4618,512
mc1_l14_224_2.5b,question_other,cm_r2,-0.478558511505,1024,256,4618,512
mc1_l14_224_2.5b,question_other,mutual_kNN_k10,0.017301862278,1024,256,4618,512
mc1_l14_224_2.5b,question_other,mutual_kNN_k20,0.0212537895193,1024,256,4618,512
mc1_l14_224_2.5b,question_other,mutual_kNN_k5,0.0148116067562,1024,256,4618,512
mc1_l14_224_400m,answer_all_types,VSA,0.316894618377,1024,256,4618,512
mc1_l14_224_400m,answer_all_types,cm_cka,0.0105976426992,1024,256,4618,512
mc1_l14_224_400m,answer_all_types,cm_r2,-0.62986560524,1024,256,4618,512
mc1_l14_224_400m,answer_all_types,mutual_kNN_k10,0.0105889995669,1024,256,4618,512
mc1_l14_224_400m,answer_all_types,mutual_kNN_k20,0.0124729320052,1024,256,4618,512
mc1_l14_224_400m,answer_all_types,mutual_kNN_k5,0.00948462537895,1024,256,4618,512
mc1_l14_224_400m,answer_other,VSA,0.611372683776,1024,256,4618,512
mc1_l14_224_400m,answer_other,cm_cka,0.0254331723327,1024,256,4618,512
mc1_l14_224_400m,answer_other,cm_r2,-0.600562160156,1024,256,4618,512
mc1_l14_224_400m,answer_other,mutual_kNN_k10,0.0228886964054,1024,256,4618,512
mc1_l14_224_400m,answer_other,mutual_kNN_k20,0.0283889129493,1024,256,4618,512
mc1_l14_224_400m,answer_other,mutual_kNN_k5,0.0205716760502,1024,256,4618,512
mc1_l14_224_400m,caption,VSA,0.870956078521,1024,256,4618,512
mc1_l14_224_400m,caption,VSA_abtt1,0.883910256553,1024,256,4618,512
mc1_l14_224_400m,caption,VSA_abtt2,0.886157792085,1024,256,4618,512
mc1_l14_224_400m,caption,VSA_abtt3,0.892691548549,1024,256,4618,512
mc1_l14_224_400m,caption,cm_cka,0.248201815746,1024,256,4618,512
mc1_l14_224_400m,caption,cm_r2,-0.234080824923,1024,256,4618,512
mc1_l14_224_400m,caption,mutual_kNN_k10,0.0841273278476,1024,256,4618,512
mc1_l14_224_400m,caption,mutual_kNN_k20,0.0951818969251,1024,256,4618,512
mc1_l14_224_400m,caption,mutual_kNN_k5,0.0747942832395,1024,256,4618,512
mc1_l14_224_400m,qa_concat,VSA,0.611474620646,1024,256,4618,512
mc1_l14_224_400m,qa_concat,cm_cka,0.0888978257761,1024,256,4618,512
mc1_l14_224_400m,qa_concat,cm_r2,-0.491338256869,1024,256,4618,512
mc1_l14_224_400m,qa_concat,mutual_kNN_k10,0.0248809008229,1024,256,4618,512
mc1_l14_224_400m,qa_concat,mutual_kNN_k20,0.0292983975747,1024,256,4618,512
mc1_l14_224_400m,qa_concat,mutual_kNN_k5,0.0209181463837,1024,256,4618,512
mc1_l14_224_400m,question_other,VSA,0.538574043482,1024,256,4618,512
mc1_l14_224_400m,question_other,cm_cka,0.071296538942,1024,256,4618,512
mc1_l14_224_400m,question_other,cm_r2,-0.510518912513,1024,256,4618,512
mc1_l14_224_400m,question_other,mutual_kNN_k10,0.0204200952793,1024,256,4618,512
mc1_l14_224_400m,question_other,mutual_kNN_k20,0.0240688609788,1024,256,4618,512
mc1_l14_224_400m,question_other,mutual_kNN_k5,0.0171935902988,1024,256,4618,512
mc2_b16_224,answer_all_types,VSA,0.23696713509,768,196,4618,512
mc2_b16_224,answer_all_types,cm_cka,0.00840932960605,768,196,4618,512
mc2_b16_224,answer_all_types,cm_r2,-0.446217412194,768,196,4618,512
mc2_b16_224,answer_all_types,mutual_kNN_k10,0.0093546990039,768,196,4618,512
mc2_b16_224,answer_all_types,mutual_kNN_k20,0.0111844954526,768,196,4618,512
mc2_b16_224,answer_all_types,mutual_kNN_k5,0.0082286704201,768,196,4618,512
mc2_b16_224,answer_other,VSA,0.576677353738,768,196,4618,512
mc2_b16_224,answer_other,cm_cka,0.0231676675996,768,196,4618,512
mc2_b16_224,answer_other,cm_r2,-0.421678290704,768,196,4618,512
mc2_b16_224,answer_other,mutual_kNN_k10,0.0203551320918,768,196,4618,512
mc2_b16_224,answer_other,mutual_kNN_k20,0.0241338241663,768,196,4618,512
mc2_b16_224,answer_other,mutual_kNN_k5,0.0189259419662,768,196,4618,512
mc2_b16_224,caption,VSA,0.879304659175,768,196,4618,512
mc2_b16_224,caption,VSA_abtt1,0.880627620559,768,196,4618,512
mc2_b16_224,caption,VSA_abtt2,0.882229381317,768,196,4618,512
mc2_b16_224,caption,VSA_abtt3,0.885121161221,768,196,4618,512
mc2_b16_224,caption,cm_cka,0.269181856387,768,196,4618,512
mc2_b16_224,caption,cm_r2,-0.112720991002,768,196,4618,512
mc2_b16_224,caption,mutual_kNN_k10,0.0760069294067,768,196,4618,512
mc2_b16_224,caption,mutual_kNN_k20,0.0873321784322,768,196,4618,512
mc2_b16_224,caption,mutual_kNN_k5,0.0676916414032,768,196,4618,512
mc2_b16_224,qa_concat,VSA,0.569574038915,768,196,4618,512
mc2_b16_224,qa_concat,cm_cka,0.0962700412979,768,196,4618,512
mc2_b16_224,qa_concat,cm_r2,-0.318543494009,768,196,4618,512
mc2_b16_224,qa_concat,mutual_kNN_k10,0.0250108271979,768,196,4618,512
mc2_b16_224,qa_concat,mutual_kNN_k20,0.0283564313556,768,196,4618,512
mc2_b16_224,qa_concat,mutual_kNN_k5,0.0228237332178,768,196,4618,512
mc2_b16_224,question_other,VSA,0.487844676459,768,196,4618,512
mc2_b16_224,question_other,cm_cka,0.0774903030204,768,196,4618,512
mc2_b16_224,question_other,cm_r2,-0.345383551094,768,196,4618,512
mc2_b16_224,question_other,mutual_kNN_k10,0.0206149848419,768,196,4618,512
mc2_b16_224,question_other,mutual_kNN_k20,0.0237548722391,768,196,4618,512
mc2_b16_224,question_other,mutual_kNN_k5,0.0186227804244,768,196,4618,512
mc2_b16_384,answer_all_types,VSA,0.217806068895,768,576,4618,512
mc2_b16_384,answer_all_types,cm_cka,0.00834899201954,768,576,4618,512
mc2_b16_384,answer_all_types,cm_r2,-0.434488367651,768,576,4618,512
mc2_b16_384,answer_all_types,mutual_kNN_k10,0.00911650064963,768,576,4618,512
mc2_b16_384,answer_all_types,mutual_kNN_k20,0.0109138155045,768,576,4618,512
mc2_b16_384,answer_all_types,mutual_kNN_k5,0.00853183196189,768,576,4618,512
mc2_b16_384,answer_other,VSA,0.526562739499,768,576,4618,512
mc2_b16_384,answer_other,cm_cka,0.0230067158832,768,576,4618,512
mc2_b16_384,answer_other,cm_r2,-0.414901962259,768,576,4618,512
mc2_b16_384,answer_other,mutual_kNN_k10,0.0193806842789,768,576,4618,512
mc2_b16_384,answer_other,mutual_kNN_k20,0.0236032914682,768,576,4618,512
mc2_b16_384,answer_other,mutual_kNN_k5,0.0180164573408,768,576,4618,512
mc2_b16_384,caption,VSA,0.868490328616,768,576,4618,512
mc2_b16_384,caption,VSA_abtt1,0.876828563777,768,576,4618,512
mc2_b16_384,caption,VSA_abtt2,0.878786089937,768,576,4618,512
mc2_b16_384,caption,VSA_abtt3,0.883929650245,768,576,4618,512
mc2_b16_384,caption,cm_cka,0.266074058311,768,576,4618,512
mc2_b16_384,caption,cm_r2,-0.116079942892,768,576,4618,512
mc2_b16_384,caption,mutual_kNN_k10,0.0735816370723,768,576,4618,512
mc2_b16_384,caption,mutual_kNN_k20,0.0852208748376,768,576,4618,512
mc2_b16_384,caption,mutual_kNN_k5,0.0666522304028,768,576,4618,512
mc2_b16_384,qa_concat,VSA,0.578697141517,768,576,4618,512
mc2_b16_384,qa_concat,cm_cka,0.0940545411518,768,576,4618,512
mc2_b16_384,qa_concat,cm_r2,-0.319886365648,768,576,4618,512
mc2_b16_384,qa_concat,mutual_kNN_k10,0.0235816370723,768,576,4618,512
mc2_b16_384,qa_concat,mutual_kNN_k20,0.0275443915115,768,576,4618,512
mc2_b16_384,qa_concat,mutual_kNN_k5,0.0209614551754,768,576,4618,512
mc2_b16_384,question_other,VSA,0.527549092883,768,576,4618,512
mc2_b16_384,question_other,cm_cka,0.0754507738835,768,576,4618,512
mc2_b16_384,question_other,cm_r2,-0.345027229155,768,576,4618,512
mc2_b16_384,question_other,mutual_kNN_k10,0.0190342139454,768,576,4618,512
mc2_b16_384,question_other,mutual_kNN_k20,0.0228237332178,768,576,4618,512
mc2_b16_384,question_other,mutual_kNN_k5,0.0161541792984,768,576,4618,512
mc2_b32_224,answer_all_types,VSA,0.233351590276,768,49,4618,512
mc2_b32_224,answer_all_types,cm_cka,0.00825522868037,768,49,4618,512
mc2_b32_224,answer_all_types,cm_r2,-0.437432650545,768,49,4618,512
mc2_b32_224,answer_all_types,mutual_kNN_k10,0.00835859679515,768,49,4618,512
mc2_b32_224,answer_all_types,mutual_kNN_k20,0.0102750108272,768,49,4618,512
mc2_b32_224,answer_all_types,mutual_kNN_k5,0.00874837592031,768,49,4618,512
mc2_b32_224,answer_other,VSA,0.512437034808,768,49,4618,512
mc2_b32_224,answer_other,cm_cka,0.0224170372299,768,49,4618,512
mc2_b32_224,answer_other,cm_r2,-0.427271731489,768,49,4618,512
mc2_b32_224,answer_other,mutual_kNN_k10,0.0178865309658,768,49,4618,512
mc2_b32_224,answer_other,mutual_kNN_k20,0.0209398007796,768,49,4618,512
mc2_b32_224,answer_other,mutual_kNN_k5,0.0169770463404,768,49,4618,512
